"repo_path","local_cache_path","size_bytes","sha256"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0071-image126.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0071-image126.bin","599","bc1bbe925c9d9ceb47e2ef7430bdfc361837cae25805666f1c3483e438ae5b43"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0073-image127.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0073-image127.bin","251","90eb663ce4ced645fea613bfff3441c2c88036f3f8084172d2741ea3d921ebe0"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0074-image128.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0074-image128.bin","266","57ed8f0d61372c6b9b743d3f4555cfa5c280f386facf744cffe1e72f8142cad5"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0075-image129.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0075-image129.bin","73351","71f8a5d35acad29b775083b2ead307712ba5b28c5373b3971fd46b801543fdc5"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0076-image130.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0076-image130.bin","13645","2d65121d46a2a644633104b2cc915b547b5f6d930f2f0a8cb8ea6ffcf4909830"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0077-image131.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0077-image131.bin","22365","8a960b064236f3ef6ca094cd1923c2fdfb2b6ad62425a9d19624c20b582302df"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0078-image132.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0078-image132.bin","24922","b23ef2563fd46ed0497359178a3599a49b77ebc957a749d33b2d51e36a099aeb"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0079-image133.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0079-image133.bin","13713","4f34132969ae51e74efe5382217a29ebb48ee7c950251fe69bfcd082b6746fd1"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0080-image134.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0080-image134.bin","13281","01d291c8a5e14a16b6d879e3f9dea19e480b8c1f3e57595e1cc7f2b7ea40b5ed"
"reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0081-image135.bin",".local/reference-cache/reference/runs/20260318-ms-oe376-full-detail-pass-01/outputs/docs/discovered-ms-oe376-220816-823374c7/images/img-0081-image135.bin","15360","8f727e7aa7b5b3eb8c50e8a4703e61f5c9d546c391618ad15d039b16e784f2f4"
