"name","full_name","html_url","description","language","stargazers_count","forks_count","open_issues_count","created_at","updated_at","pushed_at","archived","default_branch"
"email_message","janestreet/email_message","https://github.com/janestreet/email_message","E-mail message parser","OCaml","13","5","0","2015/01/16 16:54:38","2026/01/14 01:07:20","2026/01/15 21:35:12","False","master"
"async_smtp","janestreet/async_smtp","https://github.com/janestreet/async_smtp","SMTP client and server","OCaml","49","7","0","2015/01/16 16:55:50","2026/01/14 01:07:17","2026/01/15 21:33:41","False","master"
"typerep_extended","janestreet/typerep_extended","https://github.com/janestreet/typerep_extended","Runtime types for OCaml (Extended)","OCaml","2","1","0","2015/01/16 17:11:23","2021/12/17 03:00:58","2017/06/01 12:40:11","False","master"
"postgresql-ocaml","janestreet/postgresql-ocaml","https://github.com/janestreet/postgresql-ocaml","OCaml-bindings for the PostgreSQL database","OCaml","1","2","0","2015/01/28 14:33:49","2021/12/17 03:01:01","2015/01/28 14:40:22","False","master"
"core_profiler","janestreet/core_profiler","https://github.com/janestreet/core_profiler","Profiling library","OCaml","15","2","0","2015/02/24 16:44:10","2026/01/14 01:07:19","2026/01/15 21:34:58","False","master"
"result","janestreet/result","https://github.com/janestreet/result","Compat result type","OCaml","13","12","0","2015/03/03 11:16:37","2024/11/05 00:30:24","2020/02/22 18:09:07","False","master"
"opamcheck","janestreet/opamcheck","https://github.com/janestreet/opamcheck","scripts to test OCaml compiler changes on the whole OPAM repository","OCaml","9","5","0","2015/03/19 17:25:05","2021/12/17 03:00:56","2017/10/05 11:00:54","False","master"
"async_rpc_kernel","janestreet/async_rpc_kernel","https://github.com/janestreet/async_rpc_kernel","Platform-independent core of Async RPC library","OCaml","9","5","3","2015/06/19 13:45:10","2026/01/14 01:07:17","2026/01/15 21:33:34","False","master"
"incremental","janestreet/incremental","https://github.com/janestreet/incremental","A library for incremental computations","OCaml","966","64","0","2015/07/06 13:04:04","2026/02/09 22:59:11","2026/01/15 21:36:29","False","master"
"camlp4-to-ppx","janestreet/camlp4-to-ppx","https://github.com/janestreet/camlp4-to-ppx","Convert from camlp4 + syntax extensions to regular OCaml + extension points and attributes","OCaml","21","7","0","2015/07/08 14:29:29","2025/02/07 09:51:47","2019/09/01 03:39:17","False","master"
"ppx_assert","janestreet/ppx_assert","https://github.com/janestreet/ppx_assert","Assert-like extension nodes that raise useful errors on failure","OCaml","19","7","0","2015/09/25 16:54:46","2026/02/18 15:14:39","2026/01/15 21:38:20","False","master"
"ppx_bin_prot","janestreet/ppx_bin_prot","https://github.com/janestreet/ppx_bin_prot","Generation of bin_prot readers and writers from types","OCaml","11","8","0","2015/09/25 17:01:23","2026/01/14 01:07:26","2026/01/15 21:38:25","False","master"
"ppx_xml_conv","janestreet/ppx_xml_conv","https://github.com/janestreet/ppx_xml_conv","Generate XML conversion functions from records","OCaml","7","1","1","2015/09/25 17:01:28","2026/01/14 01:07:33","2026/01/15 21:40:23","False","master"
"ppx_custom_printf","janestreet/ppx_custom_printf","https://github.com/janestreet/ppx_custom_printf","Printf-style format-strings for user-defined string conversion","OCaml","23","9","1","2015/09/25 17:01:33","2026/01/14 01:07:27","2026/01/15 21:38:38","False","master"
"ppx_compare","janestreet/ppx_compare","https://github.com/janestreet/ppx_compare","Generation of comparison functions from types","OCaml","29","3","0","2015/09/25 17:01:38","2026/01/14 01:07:26","2026/01/15 21:38:31","False","master"
"ppx_bench","janestreet/ppx_bench","https://github.com/janestreet/ppx_bench","Syntax extension for writing in-line benchmarks in ocaml code","OCaml","13","5","0","2015/09/25 17:01:43","2026/01/14 01:07:26","2026/01/15 21:38:24","False","master"
"ppx_conv_func","janestreet/ppx_conv_func","https://github.com/janestreet/ppx_conv_func","Deprecated","OCaml","3","1","0","2015/09/25 17:01:49","2026/01/14 01:07:27","2026/01/15 21:38:33","False","master"
"ppx_inline_test","janestreet/ppx_inline_test","https://github.com/janestreet/ppx_inline_test","Syntax extension for writing in-line tests in ocaml code","OCaml","142","23","12","2015/09/25 17:01:54","2026/01/27 03:17:04","2026/01/15 21:39:19","False","master"
"ppx_csv_conv","janestreet/ppx_csv_conv","https://github.com/janestreet/ppx_csv_conv","Generate functions to read/write records in csv format","OCaml","19","2","0","2015/09/25 17:02:06","2026/01/14 01:07:27","2026/01/15 21:38:37","False","master"
"ppx_typerep_conv","janestreet/ppx_typerep_conv","https://github.com/janestreet/ppx_typerep_conv","Generation of runtime types from type declarations","OCaml","11","5","1","2015/09/25 17:02:11","2026/01/14 01:07:31","2026/01/15 21:40:09","False","master"
"ppx_pipebang","janestreet/ppx_pipebang","https://github.com/janestreet/ppx_pipebang","A ppx rewriter that inlines reverse application operators |> and |!","OCaml","10","2","0","2015/09/25 17:02:16","2026/01/14 01:07:31","2026/01/15 21:39:40","False","master"
"ppx_here","janestreet/ppx_here","https://github.com/janestreet/ppx_here","Expands [%here] into its location","OCaml","14","4","0","2015/09/25 17:02:21","2026/01/14 01:07:28","2026/01/15 21:39:13","False","master"
"ppx_variants_conv","janestreet/ppx_variants_conv","https://github.com/janestreet/ppx_variants_conv","Generation of accessor and iteration functions for ocaml variant types","OCaml","51","8","1","2015/09/25 17:02:26","2026/01/23 16:26:49","2026/01/15 21:40:11","False","master"
"ppx_fields_conv","janestreet/ppx_fields_conv","https://github.com/janestreet/ppx_fields_conv","Generation of accessor and iteration functions for ocaml records","OCaml","63","11","3","2015/09/25 17:02:30","2026/01/17 08:10:52","2026/01/15 21:38:59","False","master"
"ppx_fail","janestreet/ppx_fail","https://github.com/janestreet/ppx_fail","Add location to calls to failwiths","OCaml","12","2","0","2015/09/25 17:02:36","2024/08/23 14:28:26","2020/05/26 08:23:52","False","master"
"ppx_optcomp","janestreet/ppx_optcomp","https://github.com/janestreet/ppx_optcomp","Optional compilation for OCaml","OCaml","68","18","6","2015/09/25 17:02:41","2026/01/14 01:07:29","2026/01/15 21:39:35","False","master"
"ppx_sexp_conv","janestreet/ppx_sexp_conv","https://github.com/janestreet/ppx_sexp_conv","Generation of S-expression conversion functions from type definitions","OCaml","94","18","11","2015/09/25 17:02:45","2026/02/12 05:25:56","2026/01/15 21:39:49","False","master"
"ppx_enumerate","janestreet/ppx_enumerate","https://github.com/janestreet/ppx_enumerate","Generate a list containing all values of a finite type","OCaml","27","4","1","2015/09/25 17:02:51","2026/01/14 01:07:27","2026/01/15 21:38:54","False","master"
"ppx_sexp_value","janestreet/ppx_sexp_value","https://github.com/janestreet/ppx_sexp_value","A ppx rewriter that simplifies building s-expressions from ocaml values","OCaml","10","3","0","2015/09/25 17:02:56","2026/01/14 01:07:30","2026/01/15 21:39:52","False","master"
"ocp-indent","janestreet/ocp-indent","https://github.com/janestreet/ocp-indent","Indentation tool for OCaml, to be used from editors like Emacs and Vim.","OCaml","2","1","0","2015/11/02 01:44:36","2023/05/09 20:41:36","2023/05/09 20:41:30","False","master"
"ocaml","janestreet/ocaml","https://github.com/janestreet/ocaml","The core OCaml system: compilers, runtime system, base libraries","OCaml","18","5","0","2015/11/05 15:11:35","2023/12/24 18:18:50","2022/01/17 12:19:39","False","trunk"
"ppx_expect","janestreet/ppx_expect","https://github.com/janestreet/ppx_expect","Cram like framework for OCaml","OCaml","184","31","16","2016/01/13 15:42:08","2026/02/22 00:08:47","2026/01/15 21:38:56","False","master"
"ppx_jane","janestreet/ppx_jane","https://github.com/janestreet/ppx_jane","Standard Jane Street ppx rewriters","OCaml","37","3","0","2016/01/13 15:42:42","2026/01/14 01:07:29","2026/01/15 21:39:22","False","master"
"ppx_sexp_message","janestreet/ppx_sexp_message","https://github.com/janestreet/ppx_sexp_message","A ppx rewriter for easy construction of s-expressions","OCaml","12","6","1","2016/01/13 15:43:25","2026/01/14 01:07:30","2026/01/15 21:39:50","False","master"
"ppx_let","janestreet/ppx_let","https://github.com/janestreet/ppx_let","Monadic let-bindings","OCaml","128","13","4","2016/01/13 15:43:54","2026/02/10 00:37:54","2026/01/15 21:39:28","False","master"
"incremental_kernel","janestreet/incremental_kernel","https://github.com/janestreet/incremental_kernel","Library for incremental computations depending only on Core_kernel","OCaml","47","7","0","2016/03/10 09:42:57","2025/10/24 12:11:29","2018/08/07 13:54:32","False","master"
"toplevel_expect_test","janestreet/toplevel_expect_test","https://github.com/janestreet/toplevel_expect_test","Toplevel expectation test","OCaml","19","5","2","2016/03/22 16:00:39","2026/01/14 01:07:35","2026/01/15 21:41:36","False","master"
"jane-street-tests","janestreet/jane-street-tests","https://github.com/janestreet/jane-street-tests",,"Makefile","5","2","1","2016/04/26 15:25:50","2021/12/17 03:11:03","2018/03/19 10:31:48","False","master"
"jane-street-build-server","janestreet/jane-street-build-server","https://github.com/janestreet/jane-street-build-server","Build served used for testing the public release of Jane Street packages","OCaml","6","2","0","2016/05/20 10:18:23","2021/12/17 03:01:38","2019/12/03 15:00:59","False","master"
"opam-repository","janestreet/opam-repository","https://github.com/janestreet/opam-repository","Opam repository for the development version of Jane Street packages",,"133","29","9","2016/05/20 10:55:43","2026/01/14 01:07:18","2026/01/14 01:07:13","False","master"
"iron","janestreet/iron","https://github.com/janestreet/iron","Jane Street code review system",,"178","19","1","2016/05/30 13:41:53","2026/02/18 17:11:41","2020/01/14 10:05:18","False","master"
"ppx_hash","janestreet/ppx_hash","https://github.com/janestreet/ppx_hash","A ppx rewriter that generates hash functions from type expressions and definitions","OCaml","17","5","2","2016/05/30 13:44:55","2026/01/14 01:07:29","2026/01/15 21:39:10","False","master"
"main-opam-repository","janestreet/main-opam-repository","https://github.com/janestreet/main-opam-repository","Main public package repository for OPAM, the source package manager of OCaml.","Shell","4","1","0","2016/05/30 16:56:49","2024/05/23 15:05:49","2024/05/23 15:05:45","False","master"
"incr_map","janestreet/incr_map","https://github.com/janestreet/incr_map","Helpers for incremental operations on map like data structures.","OCaml","27","6","0","2016/07/05 13:00:01","2026/01/14 01:07:23","2026/01/15 21:36:32","False","master"
"virtual_dom","janestreet/virtual_dom","https://github.com/janestreet/virtual_dom","OCaml bindings for the virtual-dom library ","OCaml","58","21","0","2016/07/05 13:00:43","2026/01/14 01:07:37","2026/02/17 22:46:34","False","master"
"async_http_js","janestreet/async_http_js","https://github.com/janestreet/async_http_js","A small library to perform http requests using Async_kernel on JavaScript platforms.","OCaml","4","2","0","2016/07/05 13:01:28","2025/10/24 12:11:30","2016/09/02 10:02:10","False","master"
"incr_dom","janestreet/incr_dom","https://github.com/janestreet/incr_dom","A library for building dynamic webapps, using Js_of_ocaml.","OCaml","393","33","6","2016/07/05 13:01:56","2026/01/21 05:01:12","2026/01/15 21:36:20","False","master"
"command_rpc","janestreet/command_rpc","https://github.com/janestreet/command_rpc","Utilities for Versioned RPC communication with a child process over stdin and stdout","OCaml","8","1","0","2016/08/12 08:55:32","2026/01/14 01:07:19","2026/01/15 21:34:46","False","master"
"async_interactive","janestreet/async_interactive","https://github.com/janestreet/async_interactive","Utilities for building simple command-line based user interfaces","OCaml","9","3","0","2016/08/12 08:55:59","2026/01/14 01:07:17","2026/01/15 21:33:25","False","master"
"shexp","janestreet/shexp","https://github.com/janestreet/shexp","Process library and s-expression based shell","OCaml","146","8","2","2016/08/15 10:55:30","2026/01/18 01:42:02","2026/01/15 21:41:06","False","master"
"incr_select","janestreet/incr_select","https://github.com/janestreet/incr_select","Handling of large set of incremental outputs from a single input","OCaml","11","4","0","2016/08/26 08:51:07","2026/01/14 01:07:23","2026/01/15 21:36:34","False","master"
"ecaml","janestreet/ecaml","https://github.com/janestreet/ecaml","Writing Emacs plugin in OCaml","OCaml","283","12","4","2016/08/29 13:29:37","2026/01/31 15:21:24","2026/01/15 21:35:10","False","master"
"jane-street-headers","janestreet/jane-street-headers","https://github.com/janestreet/jane-street-headers","Jane Street header files","C","3","2","0","2016/08/31 10:53:49","2026/01/14 01:07:24","2026/01/15 21:36:46","False","master"
"base","janestreet/base","https://github.com/janestreet/base","Standard library for OCaml","OCaml","1011","159","20","2016/09/16 14:02:30","2026/02/20 13:59:06","2026/01/15 21:33:53","False","master"
"stdio","janestreet/stdio","https://github.com/janestreet/stdio","Standard IO Library for OCaml","OCaml","40","6","1","2016/12/02 13:19:55","2026/01/14 01:07:34","2026/01/15 21:41:13","False","master"
"findlib_top","janestreet/findlib_top","https://github.com/janestreet/findlib_top","Wrapper for findlib_top.cma","Makefile","1","2","0","2016/12/15 09:59:56","2021/12/17 03:01:59","2018/03/19 10:31:48","False","master"
"sexp_pretty","janestreet/sexp_pretty","https://github.com/janestreet/sexp_pretty","S-expression pretty-printer","OCaml","22","5","1","2016/12/15 10:00:36","2026/01/14 01:07:32","2026/01/15 21:40:58","False","master"
"topological_sort","janestreet/topological_sort","https://github.com/janestreet/topological_sort","Topological sort algorithm","OCaml","15","4","0","2016/12/15 10:39:18","2026/02/15 07:38:18","2026/01/15 21:41:37","False","master"
"parsexp_io","janestreet/parsexp_io","https://github.com/janestreet/parsexp_io","S-expression parsing library (IO functions)","OCaml","4","2","0","2016/12/15 10:55:22","2026/01/14 01:07:26","2026/01/15 21:37:43","False","master"
"parsexp","janestreet/parsexp","https://github.com/janestreet/parsexp","S-expression parsing library","OCaml","36","9","2","2016/12/15 10:55:47","2026/01/14 01:07:26","2026/01/15 21:37:41","False","master"
"ppx_optional","janestreet/ppx_optional","https://github.com/janestreet/ppx_optional","Pattern matching on flat options","OCaml","12","2","0","2016/12/15 10:57:03","2026/01/14 01:07:29","2026/01/15 21:39:36","False","master"
"ppx_js_style","janestreet/ppx_js_style","https://github.com/janestreet/ppx_js_style","Code style checker for Jane Street Packages","OCaml","21","3","1","2016/12/15 10:57:34","2026/01/14 01:07:29","2026/01/15 21:39:26","False","master"
"expect_test_helpers","janestreet/expect_test_helpers","https://github.com/janestreet/expect_test_helpers","Async helpers for writing expectation tests","OCaml","2","3","0","2016/12/15 10:58:05","2022/09/13 22:02:49","2020/03/17 10:42:25","False","master"
"expect_test_helpers_kernel","janestreet/expect_test_helpers_kernel","https://github.com/janestreet/expect_test_helpers_kernel","Helpers for writing expectation tests","OCaml","4","1","1","2016/12/15 10:58:36","2021/12/17 03:01:31","2020/03/30 08:59:57","False","master"
"async_js","janestreet/async_js","https://github.com/janestreet/async_js","A small library that provide Async support for JavaScript platforms","OCaml","14","4","1","2016/12/15 10:59:13","2026/01/14 01:07:16","2026/01/15 21:33:29","False","master"
"ppx_base","janestreet/ppx_base","https://github.com/janestreet/ppx_base","Base set of ppx rewriters","Makefile","4","4","1","2016/12/15 10:59:46","2026/01/14 01:07:27","2026/01/15 21:38:22","False","master"
"csvfields","janestreet/csvfields","https://github.com/janestreet/csvfields","Runtime support for ppx_xml_conv and ppx_csv_conv","OCaml","10","3","1","2016/12/15 11:00:15","2026/01/14 01:07:20","2026/01/15 21:35:01","False","master"
"spawn","janestreet/spawn","https://github.com/janestreet/spawn","Spawning sub-processes","C","66","21","5","2016/12/15 11:00:41","2026/01/23 11:23:34","2024/11/11 23:46:40","False","master"
"configurator","janestreet/configurator","https://github.com/janestreet/configurator","Helper library for gathering system configuration","OCaml","19","10","6","2016/12/23 15:32:12","2021/12/17 03:01:46","2019/09/05 22:52:56","False","master"
"ocaml-compiler-libs","janestreet/ocaml-compiler-libs","https://github.com/janestreet/ocaml-compiler-libs","compiler libraries repackaged","OCaml","21","5","0","2017/01/24 16:00:47","2024/11/20 12:23:24","2024/01/04 17:54:47","False","master"
"json-wheel_jane_street_overlay","janestreet/json-wheel_jane_street_overlay","https://github.com/janestreet/json-wheel_jane_street_overlay","json-wheel + sexp + bin_prot + ...","OCaml","2","1","0","2017/01/31 17:14:20","2021/12/17 03:10:52","2017/12/08 17:17:19","False","master"
"posixat","janestreet/posixat","https://github.com/janestreet/posixat","Binding to the posix *at functions","OCaml","11","4","2","2017/03/02 17:25:19","2026/01/14 01:07:27","2026/01/15 21:38:03","False","master"
"protocol_version_header","janestreet/protocol_version_header","https://github.com/janestreet/protocol_version_header"," protocol aware version negotiation","OCaml","4","2","0","2017/05/02 08:28:05","2026/01/14 01:07:32","2026/01/15 21:40:30","False","master"
"record_builder","janestreet/record_builder","https://github.com/janestreet/record_builder","A library which provides traversal of records with an applicative.","OCaml","6","2","0","2017/05/11 14:06:09","2026/01/14 01:07:32","2026/01/15 21:40:33","False","master"
"splay_tree","janestreet/splay_tree","https://github.com/janestreet/splay_tree","A splay tree implementation.","OCaml","14","6","0","2017/05/11 14:07:45","2026/01/14 01:07:34","2026/01/15 21:41:10","False","master"
"async_durable","janestreet/async_durable","https://github.com/janestreet/async_durable","Durable connections for use with async","OCaml","6","2","0","2017/05/11 14:08:47","2026/01/14 01:07:16","2026/01/15 21:33:18","False","master"
"incr_dom_widgets","janestreet/incr_dom_widgets","https://github.com/janestreet/incr_dom_widgets","A library of libraries and widgets for Incr_dom applications.","OCaml","6","3","1","2017/05/11 14:09:43","2021/12/17 03:01:42","2019/11/18 15:08:49","False","master"
"textutils_kernel","janestreet/textutils_kernel","https://github.com/janestreet/textutils_kernel","The subset of textutils using only core_kernel and working in javascript","OCaml","2","1","0","2017/09/18 09:37:41","2026/01/14 01:07:35","2026/01/15 21:41:23","False","master"
"delimited_parsing","janestreet/delimited_parsing","https://github.com/janestreet/delimited_parsing","Parsing of character (e.g., comma) separated and fixed-width values","OCaml","9","3","0","2017/11/09 16:53:53","2026/01/14 01:07:19","2026/01/15 21:35:09","False","master"
"mlt_parser","janestreet/mlt_parser","https://github.com/janestreet/mlt_parser","A parser of top-expect files","OCaml","6","3","0","2017/11/22 02:51:40","2026/01/14 01:07:25","2026/01/15 21:37:10","False","master"
"async_sendfile","janestreet/async_sendfile","https://github.com/janestreet/async_sendfile","Thin wrapper around [Linux_ext.sendfile] to send full files.","OCaml","2","1","0","2017/12/05 09:46:59","2026/01/14 01:07:18","2026/01/15 21:33:37","False","master"
"netsnmp","janestreet/netsnmp","https://github.com/janestreet/netsnmp","An interface to the Net-SNMP client library","C","5","1","0","2018/01/05 10:55:51","2026/01/14 01:07:25","2026/01/15 21:37:13","False","master"
"sequencer_table","janestreet/sequencer_table","https://github.com/janestreet/sequencer_table","A table of [Async.Sequencer]'s, indexed by key","OCaml","6","1","0","2018/01/31 13:06:01","2026/01/14 01:07:32","2026/01/15 21:40:46","False","master"
"resource_cache","janestreet/resource_cache","https://github.com/janestreet/resource_cache","General resource cache","OCaml","5","1","1","2018/01/31 13:06:24","2026/01/14 01:07:32","2026/01/15 21:40:41","False","master"
"splittable_random","janestreet/splittable_random","https://github.com/janestreet/splittable_random","PRNG that can be split into independent streams","OCaml","4","1","0","2018/01/31 13:06:47","2026/01/14 01:07:34","2026/01/15 21:41:11","False","master"
"ppx_optcomp_old","janestreet/ppx_optcomp_old","https://github.com/janestreet/ppx_optcomp_old","Old version of ppx_optcomp, with a cpp-like syntax","OCaml","1","1","0","2018/02/08 13:38:03","2021/12/17 03:01:57","2018/04/19 09:04:39","False","master"
"line-up-words","janestreet/line-up-words","https://github.com/janestreet/line-up-words","a small cmd line tool to align words in a sequence of lines in a smart way","OCaml","13","2","0","2018/02/13 13:22:58","2026/01/14 01:07:24","2026/01/15 21:36:58","False","master"
"ppxlib","janestreet/ppxlib","https://github.com/janestreet/ppxlib","Base library and tools for ppx rewriters","OCaml","4","2","0","2018/03/15 19:14:22","2025/12/10 11:57:27","2026/02/05 15:36:09","False","master"
"sexplib0","janestreet/sexplib0","https://github.com/janestreet/sexplib0","Library containing the definition of S-expressions and some base converters","OCaml","20","19","5","2018/03/16 15:05:50","2026/01/14 01:07:34","2026/01/15 21:40:54","False","master"
"install-ocaml","janestreet/install-ocaml","https://github.com/janestreet/install-ocaml","Instructions for setting up an OCaml development environment","OCaml","97","17","2","2018/03/19 15:35:16","2025/03/28 00:44:05","2019/12/20 19:16:04","True","master"
"learn-ocaml-workshop","janestreet/learn-ocaml-workshop","https://github.com/janestreet/learn-ocaml-workshop","Exercises and projects for Jane Street's OCaml Workshop","OCaml","669","170","13","2018/03/24 02:37:56","2026/02/20 17:55:41","2022/04/04 20:26:05","False","master"
"string_dict","janestreet/string_dict","https://github.com/janestreet/string_dict","Efficient static string dictionaries","OCaml","6","3","0","2018/03/27 12:59:49","2026/01/14 01:07:34","2026/01/15 21:41:18","False","master"
